fromLibrary,toLibrary,fromGroupArtifact,toGroupArtifact,inDepSeq,dataConfirmed
jmockit,hamcrest,mockit:jmockit,org.hamcrest:hamcrest-all,0,FALSE
jmockit,mockito,mockit:jmockit,org.mockito:mockito-all,3,FALSE
jmockit,jmock,org.jmockit:jmockit,org.jmock:jmock,0,FALSE
jmockit,powermock,com.googlecode.jmockit:jmockit,org.powermock:powermock-module-junit4,0,FALSE
jmockit,powermock,mockit:jmockit,org.powermock:powermock,0,FALSE
jmockit,powermock,mockit:jmockit,org.powermock:powermock-core,0,FALSE
jmockit,powermock,com.googlecode.jmockit:jmockit,org.powermock:powermock,0,FALSE
jmockit,jmock,org.jmockit:jmockit,org.jmock:jmock-junit4,0,FALSE
jmockit,powermock,org.jmockit:jmockit,org.powermock:powermock-core,3,FALSE
jmockit,hamcrest,mockit:jmockit,org.hamcrest:hamcrest,0,FALSE
jmockit,fest,com.googlecode.jmockit:jmockit,org.easytesting:fest-assert,0,FALSE
jmockit,powermock,mockit:jmockit,org.powermock:powermock-module-junit4,0,FALSE
jmockit,jmock,mockit:jmockit,org.jmock:jmock-junit4,0,FALSE
jmockit,fest,mockit:jmockit,org.easytesting:fest-assert,0,FALSE
jmockit,mockito,mockit:jmockit,org.mockito:mockito-core,0,FALSE
jmockit,hamcrest,org.jmockit:jmockit,org.hamcrest:hamcrest,0,FALSE
jmockit,powermock,com.googlecode.jmockit:jmockit,org.powermock:powermock-core,0,FALSE
jmockit,easymock,com.googlecode.jmockit:jmockit,easymock:easymock,0,FALSE
jmockit,jmock,mockit:jmockit,org.jmock:jmock,0,FALSE
jmockit,powermock,mockit:jmockit,org.powermock:powermock-api-mockito,0,FALSE
jmockit,easymock,mockit:jmockit,easymock:easymock,0,FALSE
jmockit,jmock,org.jmockit:jmockit,jmock:jmock,0,FALSE
jmockit,powermock,org.jmockit:jmockit,org.powermock:powermock,0,FALSE
jmockit,hamcrest,mockit:jmockit,org.hamcrest:java-hamcrest,0,FALSE
jmockit,fest,org.jmockit:jmockit,org.easytesting:fest-assert-core,0,FALSE
jmockit,hamcrest,org.jmockit:jmockit,org.hamcrest:hamcrest-library,6,FALSE
jmockit,easymock,mockit:jmockit,org.easymock:easymock,1,FALSE
jmockit,mockobjects,mockit:jmockit,mockobjects:mockobjects,0,FALSE
jmockit,mockito,com.googlecode.jmockit:jmockit,org.mockito:mockito-all,2,FALSE
jmockit,hamcrest,org.jmockit:jmockit,org.hamcrest:java-hamcrest,0,FALSE
jmockit,easymock,com.googlecode.jmockit:jmockit,org.easymock:easymock,4,FALSE
jmockit,powermock,org.jmockit:jmockit,org.powermock:powermock-api,0,FALSE
jmockit,hamcrest,com.googlecode.jmockit:jmockit,org.hamcrest:hamcrest,0,FALSE
jmockit,easymock,org.jmockit:jmockit,org.easymock:easymock,7,FALSE
jmockit,hamcrest,org.jmockit:jmockit,org.hamcrest:hamcrest-all,7,FALSE
jmockit,fest,com.googlecode.jmockit:jmockit,org.easytesting:fest-assert-core,0,FALSE
jmockit,hamcrest,com.googlecode.jmockit:jmockit,org.hamcrest:hamcrest-all,6,FALSE
jmockit,mockobjects,com.googlecode.jmockit:jmockit,mockobjects:mockobjects,0,FALSE
jmockit,powermock,org.jmockit:jmockit,org.powermock:powermock-module-junit4,5,FALSE
jmockit,mockobjects,mockit:jmockit,mockobjects:mockobjects-core,0,FALSE
jmockit,powermock,com.googlecode.jmockit:jmockit,org.powermock:powermock-api-mockito,0,FALSE
jmockit,jmock,com.googlecode.jmockit:jmockit,org.jmock:jmock-junit4,0,FALSE
jmockit,jmock,mockit:jmockit,jmock:jmock,0,FALSE
jmockit,mockito,org.jmockit:jmockit,org.mockito:mockito-core,45,TRUE
jmockit,hamcrest,com.googlecode.jmockit:jmockit,org.hamcrest:hamcrest-core,7,FALSE
jmockit,jmock,com.googlecode.jmockit:jmockit,org.jmock:jmock,0,FALSE
jmockit,fest,mockit:jmockit,org.easytesting:fest-assert-core,0,FALSE
jmockit,powermock,org.jmockit:jmockit,org.powermock:powermock-api-mockito,4,FALSE
jmockit,powermock,mockit:jmockit,org.powermock:powermock-api,0,FALSE
jmockit,fest,org.jmockit:jmockit,org.easytesting:fest-assert,0,FALSE
joda-time,commons-lang,joda-time:joda-time,commons-lang:commons-lang,229,FALSE
joda-time,javolution,joda-time:joda-time,javolution:javolution,1,FALSE
joda-time,guava,joda-time:joda-time,com.google.guava:guava,307,FALSE
joda-time,trove4j,joda-time:joda-time,net.sf.trove4j:trove4j,9,FALSE
joda-time,commons-collections,joda-time:joda-time,org.apache.commons:commons-collections4,37,FALSE
joda-time,commons-collections,joda-time:joda-time,commons-collections:commons-collections,163,FALSE
joda-time,javolution,joda-time:joda-time,org.javolution:javolution,0,FALSE
joda-time,mahout,joda-time:joda-time,org.apache.mahout:mahout-core,0,FALSE
joda-time,fastutil,joda-time:joda-time,it.unimi.dsi:fastutil,8,FALSE
joda-time,collections-generic,joda-time:joda-time,net.sourceforge.collections:collections-generic,2,FALSE
joda-time,commons-lang,joda-time:joda-time,org.apache.commons:commons-lang3,397,FALSE
joda-time,mahout,joda-time:joda-time,org.apache.mahout:mahout,0,FALSE
joda-time,high-scale-lib,joda-time:joda-time,com.boundary:high-scale-lib,1,FALSE
joda-time,hppc,joda-time:joda-time,com.carrotsearch:hppc,5,FALSE
joda-time,fastutil,joda-time:joda-time,fastutil:fastutil,0,FALSE
joda-time,samskivert,joda-time:joda-time,com.samskivert:samskivert,0,FALSE
joda-time,mahout,joda-time:joda-time,org.apache.mahout:mahout-math,0,FALSE
joda-time,colt,joda-time:joda-time,colt:colt,2,FALSE
joda-time,lambdaj,joda-time:joda-time,com.googlecode.lambdaj:lambdaj,4,FALSE
joda-time,mahout,joda-time:joda-time,org.apache.mahout:mahout-collections,0,FALSE
jopt-simple,jline,net.sf.jopt-simple:jopt-simple,org.sonatype.jline:jline,0,FALSE
jopt-simple,jansi,net.sf.jopt-simple:jopt-simple,org.fusesource.jansi:jansi,21,FALSE
jopt-simple,libreadline-java,net.sf.jopt-simple:jopt-simple,org.aesh:aesh-readline,0,FALSE
jopt-simple,jcommander,net.sf.jopt-simple:jopt-simple,com.beust:jcommander,3,FALSE
jopt-simple,commons-cli,net.sf.jopt-simple:jopt-simple,commons-cli:commons-cli,11,FALSE
jopt-simple,jline,net.sf.jopt-simple:jopt-simple,org.jline:jline,0,FALSE
jopt-simple,jline,net.sf.jopt-simple:jopt-simple,jline:jline,4,FALSE
jopt-simple,commons-cli,net.sf.jopt-simple:jopt-simple,org.apache.mahout.commons:commons-cli,0,FALSE
jopt-simple,args4j,net.sf.jopt-simple:jopt-simple,args4j:args4j,29,FALSE
jopt-simple,java-getopt,net.sf.jopt-simple:jopt-simple,urbanophile:java-getopt,0,FALSE
jopt-simple,jcommander,net.sf.jopt-simple:jopt-simple,de.weltraumschaf.commons:jcommander,0,FALSE
jopt-simple,java-getopt,net.sf.jopt-simple:jopt-simple,gnu.getopt:java-getopt,0,FALSE
json-lib,json-simple,org.kohsuke.stapler:json-lib,com.googlecode.json-simple:json-simple,0,FALSE
json-lib,json-path,com.hynnet:json-lib,com.jayway.jsonpath:json-path,0,FALSE
json-lib,json-smart,org.kohsuke.stapler:json-lib,net.minidev:json-smart,0,FALSE
json-lib,jsonic,org.kohsuke.stapler:json-lib,net.arnx:jsonic,0,FALSE
json-lib,jackson,com.hynnet:json-lib,com.fasterxml.jackson.core:jackson-databind,0,FALSE
json-lib,xstream,net.sf.json-lib:json-lib,xstream:xstream,0,FALSE
json-lib,flexjson,com.hynnet:json-lib,org.hudsonci.tools:xstream,0,FALSE
json-lib,json-smart,com.hynnet:json-lib,net.minidev:json-smart,0,FALSE
json-lib,flexjson,net.sf.json-lib:json-lib,io.github.benas:xstream,0,FALSE
json-lib,xstream,net.sf.json-lib:json-lib,com.thoughtworks.xstream:xstream,11,FALSE
json-lib,flexjson,net.sf.json-lib:json-lib,net.sf.flexjson:flexjson,0,FALSE
json-lib,jettison,com.hynnet:json-lib,org.codehaus.jettison:jettison,0,FALSE
json-lib,org.json,org.kohsuke.stapler:json-lib,org.json:json,1,FALSE
json-lib,flexjson,net.sf.json-lib:json-lib,org.hudsonci.tools:xstream,0,FALSE
json-lib,xstream,org.kohsuke.stapler:json-lib,com.thoughtworks.xstream:xstream,0,FALSE
json-lib,svenson,com.hynnet:json-lib,com.google.code.svenson:svenson,0,FALSE
json-lib,flexjson,com.hynnet:json-lib,io.github.benas:xstream,0,FALSE
json-lib,flexjson,org.kohsuke.stapler:json-lib,org.hudsonci.tools:xstream,1,FALSE
json-lib,gson,com.hynnet:json-lib,com.google.code.gson:gson,0,FALSE
json-lib,xstream,com.hynnet:json-lib,xstream:xstream,0,FALSE
json-lib,jackson,net.sf.json-lib:json-lib,org.codehaus.jackson:jackson-xc,4,FALSE
json-lib,flexjson,com.hynnet:json-lib,org.sonatype.nexus.xstream:xstream,0,FALSE
json-lib,flexjson,net.sf.json-lib:json-lib,org.sonatype.nexus.xstream:xstream,0,FALSE
json-lib,jackson,org.kohsuke.stapler:json-lib,com.fasterxml.jackson.core:jackson-databind,2,FALSE
json-lib,jackson,org.kohsuke.stapler:json-lib,com.fasterxml.jackson.core:jackson-annotations,0,FALSE
json-lib,jackson,com.hynnet:json-lib,org.codehaus.jackson:jackson-xc,0,FALSE
json-lib,flexjson,com.hynnet:json-lib,net.sf.flexjson:flexjson,0,FALSE
json-lib,jettison,org.kohsuke.stapler:json-lib,org.codehaus.jettison:jettison,0,FALSE
json-lib,jackson,org.kohsuke.stapler:json-lib,com.fasterxml.jackson.core:jackson-core,0,FALSE
json-lib,jackson,net.sf.json-lib:json-lib,com.fasterxml.jackson.core:jackson-annotations,21,TRUE
json-lib,json-smart,net.sf.json-lib:json-lib,net.minidev:json-smart,0,FALSE
json-lib,fastjson,org.kohsuke.stapler:json-lib,com.alibaba:fastjson,0,FALSE
json-lib,gson,net.sf.json-lib:json-lib,com.google.code.gson:gson,39,TRUE
json-lib,org.json,net.sf.json-lib:json-lib,org.json:json,34,TRUE
json-lib,jackson,net.sf.json-lib:json-lib,org.codehaus.jackson:jackson-mapper-asl,22,TRUE
json-lib,jackson,com.hynnet:json-lib,org.codehaus.jackson:jackson-core-asl,0,FALSE
json-lib,jackson,com.hynnet:json-lib,org.codehaus.jackson:jackson-mapper-asl,0,FALSE
json-lib,xstream,org.kohsuke.stapler:json-lib,xstream:xstream,0,FALSE
json-lib,jackson,net.sf.json-lib:json-lib,com.fasterxml.jackson.core:jackson-databind,25,TRUE
json-lib,jackson,com.hynnet:json-lib,com.fasterxml.jackson.core:jackson-annotations,0,FALSE
json-lib,json-simple,org.kohsuke.stapler:json-lib,com.github.cliftonlabs:json-simple,0,FALSE
json-lib,json-path,net.sf.json-lib:json-lib,com.jayway.jsonpath:json-path,1,FALSE
json-lib,json-simple,net.sf.json-lib:json-lib,com.googlecode.json-simple:json-simple,0,FALSE
json-lib,json-simple,net.sf.json-lib:json-lib,com.github.cliftonlabs:json-simple,0,FALSE
json-lib,json-path,net.sf.json-lib:json-lib,com.jayway.restassured:json-path,0,FALSE
json-lib,fastjson,com.hynnet:json-lib,com.alibaba:fastjson,0,FALSE
json-lib,jackson,org.kohsuke.stapler:json-lib,org.codehaus.jackson:jackson-core-asl,0,FALSE
json-lib,svenson,org.kohsuke.stapler:json-lib,com.google.code.svenson:svenson,0,FALSE
json-lib,json-path,net.sf.json-lib:json-lib,io.paradoxical:json-path,0,FALSE
json-lib,json-path,org.kohsuke.stapler:json-lib,com.jayway.restassured:json-path,0,FALSE
json-lib,flexjson,org.kohsuke.stapler:json-lib,io.github.benas:xstream,0,FALSE
json-lib,jackson,net.sf.json-lib:json-lib,com.fasterxml.jackson.core:jackson-core,34,TRUE
json-lib,jackson,net.sf.json-lib:json-lib,org.codehaus.jackson:jackson-core-asl,21,TRUE
json-lib,org.json,com.hynnet:json-lib,org.json:json,0,FALSE
json-lib,json-simple,com.hynnet:json-lib,com.googlecode.json-simple:json-simple,0,FALSE
json-lib,xstream,com.hynnet:json-lib,com.thoughtworks.xstream:xstream,0,FALSE
json-lib,flexjson,org.kohsuke.stapler:json-lib,org.sonatype.nexus.xstream:xstream,0,FALSE
json-lib,jackson,org.kohsuke.stapler:json-lib,org.codehaus.jackson:jackson-mapper-asl,0,FALSE
json-lib,json-path,com.hynnet:json-lib,io.paradoxical:json-path,0,FALSE
json-lib,fastjson,net.sf.json-lib:json-lib,com.alibaba:fastjson,11,FALSE
json-lib,jackson,org.kohsuke.stapler:json-lib,org.codehaus.jackson:jackson-xc,0,FALSE
json-lib,json-path,org.kohsuke.stapler:json-lib,io.paradoxical:json-path,0,FALSE
json-lib,jackson,com.hynnet:json-lib,com.fasterxml.jackson.core:jackson-core,0,FALSE
json-lib,json-path,org.kohsuke.stapler:json-lib,com.jayway.jsonpath:json-path,1,FALSE
json-lib,jettison,net.sf.json-lib:json-lib,org.codehaus.jettison:jettison,2,FALSE
json-lib,flexjson,org.kohsuke.stapler:json-lib,net.sf.flexjson:flexjson,0,FALSE
json-lib,gson,org.kohsuke.stapler:json-lib,com.google.code.gson:gson,0,FALSE
json-lib,json-simple,com.hynnet:json-lib,com.github.cliftonlabs:json-simple,0,FALSE
json-lib,json-path,com.hynnet:json-lib,com.jayway.restassured:json-path,0,FALSE
json-lib,jsonic,com.hynnet:json-lib,net.arnx:jsonic,0,FALSE
json-lib,jsonic,net.sf.json-lib:json-lib,net.arnx:jsonic,0,FALSE
json-lib,svenson,net.sf.json-lib:json-lib,com.google.code.svenson:svenson,0,FALSE
json-path,json-lib,com.jayway.jsonpath:json-path,com.hynnet:json-lib,0,FALSE
json-path,flexjson,com.jayway.jsonpath:json-path,net.sf.flexjson:flexjson,0,FALSE
json-path,json-lib,com.jayway.jsonpath:json-path,org.kohsuke.stapler:json-lib,0,FALSE
json-path,fastjson,com.jayway.restassured:json-path,com.alibaba:fastjson,0,FALSE
json-path,jackson,com.jayway.restassured:json-path,com.fasterxml.jackson.core:jackson-core,0,FALSE
json-path,jackson,com.jayway.jsonpath:json-path,org.codehaus.jackson:jackson-core-asl,7,FALSE
json-path,jackson,com.jayway.jsonpath:json-path,com.fasterxml.jackson.core:jackson-databind,176,FALSE
json-path,json-smart,com.jayway.restassured:json-path,net.minidev:json-smart,1,FALSE
json-path,json-lib,io.paradoxical:json-path,org.kohsuke.stapler:json-lib,0,FALSE
json-path,flexjson,com.jayway.restassured:json-path,org.hudsonci.tools:xstream,0,FALSE
json-path,xstream,io.paradoxical:json-path,com.thoughtworks.xstream:xstream,0,FALSE
json-path,gson,io.paradoxical:json-path,com.google.code.gson:gson,0,FALSE
json-path,xstream,com.jayway.restassured:json-path,com.thoughtworks.xstream:xstream,0,FALSE
json-path,jsonic,com.jayway.jsonpath:json-path,net.arnx:jsonic,0,FALSE
json-path,org.json,com.jayway.jsonpath:json-path,org.json:json,10,FALSE
json-path,xstream,com.jayway.jsonpath:json-path,com.thoughtworks.xstream:xstream,9,FALSE
json-path,json-simple,com.jayway.jsonpath:json-path,com.github.cliftonlabs:json-simple,0,FALSE
json-path,jackson,com.jayway.restassured:json-path,org.codehaus.jackson:jackson-core-asl,1,FALSE
json-path,jettison,com.jayway.restassured:json-path,org.codehaus.jettison:jettison,0,FALSE
json-path,flexjson,com.jayway.jsonpath:json-path,io.github.benas:xstream,0,FALSE
json-path,flexjson,io.paradoxical:json-path,org.sonatype.nexus.xstream:xstream,0,FALSE
json-path,jackson,com.jayway.jsonpath:json-path,org.codehaus.jackson:jackson-mapper-asl,15,FALSE
json-path,xstream,com.jayway.restassured:json-path,xstream:xstream,0,FALSE
json-path,json-lib,com.jayway.restassured:json-path,net.sf.json-lib:json-lib,0,FALSE
json-path,org.json,io.paradoxical:json-path,org.json:json,0,FALSE
json-path,jackson,io.paradoxical:json-path,com.fasterxml.jackson.core:jackson-databind,0,FALSE
json-path,jsonic,io.paradoxical:json-path,net.arnx:jsonic,0,FALSE
json-path,json-lib,com.jayway.jsonpath:json-path,net.sf.json-lib:json-lib,3,FALSE
json-path,fastjson,io.paradoxical:json-path,com.alibaba:fastjson,0,FALSE
json-path,flexjson,com.jayway.restassured:json-path,net.sf.flexjson:flexjson,0,FALSE
json-path,svenson,com.jayway.restassured:json-path,com.google.code.svenson:svenson,0,FALSE
json-path,jackson,io.paradoxical:json-path,com.fasterxml.jackson.core:jackson-core,0,FALSE
json-path,jettison,com.jayway.jsonpath:json-path,org.codehaus.jettison:jettison,7,FALSE
json-path,json-simple,io.paradoxical:json-path,com.googlecode.json-simple:json-simple,0,FALSE
json-path,gson,com.jayway.jsonpath:json-path,com.google.code.gson:gson,45,FALSE
json-path,jackson,com.jayway.restassured:json-path,org.codehaus.jackson:jackson-mapper-asl,1,FALSE
json-path,svenson,io.paradoxical:json-path,com.google.code.svenson:svenson,0,FALSE
json-path,gson,com.jayway.restassured:json-path,com.google.code.gson:gson,1,FALSE
json-path,json-simple,com.jayway.jsonpath:json-path,com.googlecode.json-simple:json-simple,15,FALSE
json-path,json-simple,io.paradoxical:json-path,com.github.cliftonlabs:json-simple,0,FALSE
json-path,flexjson,io.paradoxical:json-path,org.hudsonci.tools:xstream,0,FALSE
json-path,jackson,com.jayway.restassured:json-path,com.fasterxml.jackson.core:jackson-annotations,0,FALSE
json-path,xstream,io.paradoxical:json-path,xstream:xstream,0,FALSE
json-path,flexjson,com.jayway.jsonpath:json-path,org.sonatype.nexus.xstream:xstream,0,FALSE
json-path,json-simple,com.jayway.restassured:json-path,com.github.cliftonlabs:json-simple,0,FALSE
json-path,jackson,io.paradoxical:json-path,org.codehaus.jackson:jackson-mapper-asl,0,FALSE
json-path,xstream,com.jayway.jsonpath:json-path,xstream:xstream,0,FALSE
json-path,jackson,com.jayway.restassured:json-path,org.codehaus.jackson:jackson-xc,0,FALSE
json-path,json-smart,com.jayway.jsonpath:json-path,net.minidev:json-smart,2,FALSE
json-path,jackson,com.jayway.jsonpath:json-path,org.codehaus.jackson:jackson-xc,8,FALSE
json-path,jettison,io.paradoxical:json-path,org.codehaus.jettison:jettison,0,FALSE
json-path,json-lib,io.paradoxical:json-path,net.sf.json-lib:json-lib,0,FALSE
json-path,fastjson,com.jayway.jsonpath:json-path,com.alibaba:fastjson,7,FALSE
json-path,json-lib,io.paradoxical:json-path,com.hynnet:json-lib,0,FALSE
json-path,json-simple,com.jayway.restassured:json-path,com.googlecode.json-simple:json-simple,1,FALSE
json-path,json-lib,com.jayway.restassured:json-path,com.hynnet:json-lib,0,FALSE
json-path,org.json,com.jayway.restassured:json-path,org.json:json,0,FALSE
json-path,flexjson,com.jayway.jsonpath:json-path,org.hudsonci.tools:xstream,0,FALSE
json-path,flexjson,io.paradoxical:json-path,io.github.benas:xstream,0,FALSE
json-path,jackson,io.paradoxical:json-path,org.codehaus.jackson:jackson-core-asl,0,FALSE
json-path,json-lib,com.jayway.restassured:json-path,org.kohsuke.stapler:json-lib,0,FALSE
json-path,json-smart,io.paradoxical:json-path,net.minidev:json-smart,0,FALSE
json-path,flexjson,com.jayway.restassured:json-path,org.sonatype.nexus.xstream:xstream,0,FALSE
json-path,jackson,com.jayway.jsonpath:json-path,com.fasterxml.jackson.core:jackson-annotations,58,FALSE
json-path,flexjson,io.paradoxical:json-path,net.sf.flexjson:flexjson,0,FALSE
json-path,jackson,com.jayway.jsonpath:json-path,com.fasterxml.jackson.core:jackson-core,107,FALSE
json-path,flexjson,com.jayway.restassured:json-path,io.github.benas:xstream,0,FALSE
json-path,jackson,io.paradoxical:json-path,org.codehaus.jackson:jackson-xc,0,FALSE
json-path,jsonic,com.jayway.restassured:json-path,net.arnx:jsonic,0,FALSE
json-path,svenson,com.jayway.jsonpath:json-path,com.google.code.svenson:svenson,0,FALSE
json-path,jackson,com.jayway.restassured:json-path,com.fasterxml.jackson.core:jackson-databind,1,FALSE
json-path,jackson,io.paradoxical:json-path,com.fasterxml.jackson.core:jackson-annotations,0,FALSE
json-simple,json-lib,com.github.cliftonlabs:json-simple,com.hynnet:json-lib,0,FALSE
json-simple,json-lib,com.googlecode.json-simple:json-simple,net.sf.json-lib:json-lib,0,FALSE
json-simple,svenson,com.googlecode.json-simple:json-simple,com.google.code.svenson:svenson,0,FALSE
json-simple,org.json,com.github.cliftonlabs:json-simple,org.json:json,1,FALSE
json-simple,jackson,com.github.cliftonlabs:json-simple,com.fasterxml.jackson.core:jackson-databind,0,FALSE
json-simple,fastjson,com.googlecode.json-simple:json-simple,com.alibaba:fastjson,4,TRUE
json-simple,xstream,com.github.cliftonlabs:json-simple,xstream:xstream,0,FALSE
json-simple,json-lib,com.github.cliftonlabs:json-simple,net.sf.json-lib:json-lib,0,FALSE
json-simple,json-lib,com.github.cliftonlabs:json-simple,org.kohsuke.stapler:json-lib,0,FALSE
json-simple,json-path,com.github.cliftonlabs:json-simple,com.jayway.jsonpath:json-path,0,FALSE
json-simple,gson,com.googlecode.json-simple:json-simple,com.google.code.gson:gson,79,TRUE
json-simple,jackson,com.github.cliftonlabs:json-simple,org.codehaus.jackson:jackson-xc,0,FALSE
json-simple,jettison,com.github.cliftonlabs:json-simple,org.codehaus.jettison:jettison,0,FALSE
json-simple,jackson,com.googlecode.json-simple:json-simple,com.fasterxml.jackson.core:jackson-annotations,29,TRUE
json-simple,flexjson,com.googlecode.json-simple:json-simple,net.sf.flexjson:flexjson,1,FALSE
json-simple,jackson,com.github.cliftonlabs:json-simple,com.fasterxml.jackson.core:jackson-core,0,FALSE
json-simple,json-smart,com.github.cliftonlabs:json-simple,net.minidev:json-smart,0,FALSE
json-simple,json-path,com.googlecode.json-simple:json-simple,com.jayway.restassured:json-path,1,FALSE
json-simple,jackson,com.github.cliftonlabs:json-simple,com.fasterxml.jackson.core:jackson-annotations,0,FALSE
json-simple,xstream,com.googlecode.json-simple:json-simple,com.thoughtworks.xstream:xstream,5,TRUE
json-simple,json-smart,com.googlecode.json-simple:json-simple,net.minidev:json-smart,8,TRUE
json-simple,flexjson,com.github.cliftonlabs:json-simple,net.sf.flexjson:flexjson,0,FALSE
json-simple,json-path,com.googlecode.json-simple:json-simple,io.paradoxical:json-path,0,FALSE
json-simple,flexjson,com.github.cliftonlabs:json-simple,io.github.benas:xstream,0,FALSE
json-simple,json-lib,com.googlecode.json-simple:json-simple,org.kohsuke.stapler:json-lib,0,FALSE
json-simple,jackson,com.googlecode.json-simple:json-simple,com.fasterxml.jackson.core:jackson-core,31,TRUE
json-simple,flexjson,com.googlecode.json-simple:json-simple,io.github.benas:xstream,0,FALSE
json-simple,jackson,com.googlecode.json-simple:json-simple,org.codehaus.jackson:jackson-core-asl,37,FALSE
json-simple,jackson,com.googlecode.json-simple:json-simple,org.codehaus.jackson:jackson-xc,8,FALSE
json-simple,xstream,com.github.cliftonlabs:json-simple,com.thoughtworks.xstream:xstream,0,FALSE
json-simple,fastjson,com.github.cliftonlabs:json-simple,com.alibaba:fastjson,0,FALSE
json-simple,gson,com.github.cliftonlabs:json-simple,com.google.code.gson:gson,0,FALSE
json-simple,jackson,com.github.cliftonlabs:json-simple,org.codehaus.jackson:jackson-mapper-asl,0,FALSE
json-simple,flexjson,com.googlecode.json-simple:json-simple,org.sonatype.nexus.xstream:xstream,0,FALSE
json-simple,jackson,com.googlecode.json-simple:json-simple,com.fasterxml.jackson.core:jackson-databind,56,TRUE
json-simple,svenson,com.github.cliftonlabs:json-simple,com.google.code.svenson:svenson,0,FALSE
json-simple,jackson,com.github.cliftonlabs:json-simple,org.codehaus.jackson:jackson-core-asl,0,FALSE
json-simple,flexjson,com.googlecode.json-simple:json-simple,org.hudsonci.tools:xstream,0,FALSE
json-simple,json-path,com.github.cliftonlabs:json-simple,io.paradoxical:json-path,0,FALSE
json-simple,flexjson,com.github.cliftonlabs:json-simple,org.hudsonci.tools:xstream,0,FALSE
json-simple,xstream,com.googlecode.json-simple:json-simple,xstream:xstream,0,FALSE
json-simple,jsonic,com.googlecode.json-simple:json-simple,net.arnx:jsonic,0,FALSE
json-simple,flexjson,com.github.cliftonlabs:json-simple,org.sonatype.nexus.xstream:xstream,0,FALSE
json-simple,json-path,com.googlecode.json-simple:json-simple,com.jayway.jsonpath:json-path,41,FALSE
json-simple,json-path,com.github.cliftonlabs:json-simple,com.jayway.restassured:json-path,0,FALSE
json-simple,jettison,com.googlecode.json-simple:json-simple,org.codehaus.jettison:jettison,11,FALSE
json-simple,jsonic,com.github.cliftonlabs:json-simple,net.arnx:jsonic,0,FALSE
json-simple,org.json,com.googlecode.json-simple:json-simple,org.json:json,55,TRUE
json-simple,json-lib,com.googlecode.json-simple:json-simple,com.hynnet:json-lib,0,FALSE
json-simple,jackson,com.googlecode.json-simple:json-simple,org.codehaus.jackson:jackson-mapper-asl,42,FALSE
json-smart,json-lib,net.minidev:json-smart,net.sf.json-lib:json-lib,0,FALSE
json-smart,flexjson,net.minidev:json-smart,org.sonatype.nexus.xstream:xstream,0,FALSE
json-smart,xstream,net.minidev:json-smart,xstream:xstream,0,FALSE
json-smart,json-lib,net.minidev:json-smart,org.kohsuke.stapler:json-lib,0,FALSE
json-smart,json-lib,net.minidev:json-smart,com.hynnet:json-lib,0,FALSE
json-smart,jackson,net.minidev:json-smart,org.codehaus.jackson:jackson-core-asl,3,FALSE
json-smart,json-simple,net.minidev:json-smart,com.github.cliftonlabs:json-simple,0,FALSE
json-smart,jackson,net.minidev:json-smart,org.codehaus.jackson:jackson-xc,0,FALSE
json-smart,json-path,net.minidev:json-smart,io.paradoxical:json-path,0,FALSE
json-smart,jackson,net.minidev:json-smart,com.fasterxml.jackson.core:jackson-core,10,FALSE
json-smart,json-simple,net.minidev:json-smart,com.googlecode.json-simple:json-simple,3,FALSE
json-smart,gson,net.minidev:json-smart,com.google.code.gson:gson,14,FALSE
json-smart,json-path,net.minidev:json-smart,com.jayway.restassured:json-path,0,FALSE
json-smart,xstream,net.minidev:json-smart,com.thoughtworks.xstream:xstream,0,FALSE
json-smart,svenson,net.minidev:json-smart,com.google.code.svenson:svenson,0,FALSE
json-smart,jettison,net.minidev:json-smart,org.codehaus.jettison:jettison,0,FALSE
json-smart,json-path,net.minidev:json-smart,com.jayway.jsonpath:json-path,1,FALSE
json-smart,flexjson,net.minidev:json-smart,org.hudsonci.tools:xstream,0,FALSE
json-smart,org.json,net.minidev:json-smart,org.json:json,1,FALSE
json-smart,jackson,net.minidev:json-smart,com.fasterxml.jackson.core:jackson-databind,14,TRUE
json-smart,flexjson,net.minidev:json-smart,net.sf.flexjson:flexjson,0,FALSE
json-smart,fastjson,net.minidev:json-smart,com.alibaba:fastjson,2,TRUE
json-smart,flexjson,net.minidev:json-smart,io.github.benas:xstream,0,FALSE
json-smart,jackson,net.minidev:json-smart,org.codehaus.jackson:jackson-mapper-asl,5,FALSE
json-smart,jsonic,net.minidev:json-smart,net.arnx:jsonic,0,FALSE
json-smart,jackson,net.minidev:json-smart,com.fasterxml.jackson.core:jackson-annotations,11,FALSE
jsonic,json-path,net.arnx:jsonic,io.paradoxical:json-path,0,FALSE
jsonic,json-lib,net.arnx:jsonic,net.sf.json-lib:json-lib,0,FALSE
jsonic,xstream,net.arnx:jsonic,com.thoughtworks.xstream:xstream,0,FALSE
jsonic,jackson,net.arnx:jsonic,org.codehaus.jackson:jackson-mapper-asl,0,FALSE
jsonic,xstream,net.arnx:jsonic,xstream:xstream,0,FALSE
jsonic,jettison,net.arnx:jsonic,org.codehaus.jettison:jettison,0,FALSE
jsonic,flexjson,net.arnx:jsonic,org.sonatype.nexus.xstream:xstream,0,FALSE
jsonic,json-lib,net.arnx:jsonic,com.hynnet:json-lib,0,FALSE
jsonic,gson,net.arnx:jsonic,com.google.code.gson:gson,1,FALSE
